acc_status,duration,credit_history,purpose,credit_amt,savings,employment,instalment,personal_status,debtors,residence,property,age,other_instalments,housing,number_of_credit,job,people,telephone,foreign_worker,default
no,18,critical account/other credits existing (not at this bank),radio/television,6070,<100,5:7+ years,3,male: single,none,4,"if not A121/A122 : car or other, not in attribute",33,none,own,2,skilled employee/official,1,yes,yes,0
no,10,critical account/other credits existing (not at this bank),furniture/equipment,2146,<100,2:<1 year,1,female: divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee/official,1,no,yes,0
no,60,critical account/other credits existing (not at this bank),ar (new),13756,unknown/no savings account,5:7+ years,2,male: single,none,4,unknown / no property,63,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",60,all credits at this bank paid back duly,others,14782,"[100,500)",5:7+ years,3,female: divorced/separated/married,none,4,unknown / no property,60,bank,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
<0,48,all credits at this bank paid back duly,business,7685,<100,"4:[4,7 years)",2,female: divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute",37,none,rent,1,skilled employee/official,1,no,yes,1
no,18,delay in paying off in the past,radio/television,2320,<100,1:unemployed,2,male: married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,no,yes,0
no,7,delay in paying off in the past,radio/television,846,unknown/no savings account,5:7+ years,3,male: single,none,4,unknown / no property,36,none,for free,1,skilled employee/official,1,no,yes,0
"[0,200)",36,existing credits paid back duly till now,ar (new),14318,<100,5:7+ years,4,male: single,none,2,unknown / no property,57,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,6,critical account/other credits existing (not at this bank),ar (new),362,"[100,500)","3:[1,4 years)",4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",52,none,own,2,unskilled - resident,1,no,yes,0
<0,20,existing credits paid back duly till now,furniture/equipment,2212,unknown/no savings account,"4:[4,7 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",39,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",18,existing credits paid back duly till now,car (used),12976,<100,1:unemployed,3,female: divorced/separated/married,none,4,unknown / no property,38,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,22,existing credits paid back duly till now,ar (new),1283,unknown/no savings account,"4:[4,7 years)",4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,0
200+,12,existing credits paid back duly till now,ar (new),1330,<100,2:<1 year,4,male: single,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,0
no,30,delay in paying off in the past,business,4272,"[100,500)","3:[1,4 years)",2,male: single,none,2,if not A121 : building society savings agreement/life insurance,26,none,own,2,unskilled - resident,1,no,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,2238,<100,"3:[1,4 years)",2,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",25,none,own,2,skilled employee/official,1,no,yes,0
no,18,existing credits paid back duly till now,radio/television,1126,unknown/no savings account,2:<1 year,4,female: divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,yes,yes,0
"[0,200)",18,critical account/other credits existing (not at this bank),furniture/equipment,7374,<100,1:unemployed,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,40,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",15,critical account/other credits existing (not at this bank),business,2326,"[500,1000)","3:[1,4 years)",2,male: single,none,4,"if not A121/A122 : car or other, not in attribute",27,bank,own,1,skilled employee/official,1,no,yes,0
no,9,existing credits paid back duly till now,business,1449,<100,"4:[4,7 years)",3,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",27,none,own,2,skilled employee/official,1,no,yes,0
no,18,existing credits paid back duly till now,ar (new),1820,<100,"3:[1,4 years)",2,male: married/widowed,none,2,if not A121 : building society savings agreement/life insurance,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",12,existing credits paid back duly till now,furniture/equipment,983,1000+,2:<1 year,1,female: divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,0
<0,36,existing credits paid back duly till now,ar (new),3249,<100,"4:[4,7 years)",2,male: single,none,4,unknown / no property,39,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0
<0,6,critical account/other credits existing (not at this bank),radio/television,1957,<100,"4:[4,7 years)",1,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",31,none,own,1,skilled employee/official,1,no,yes,0
no,9,critical account/other credits existing (not at this bank),furniture/equipment,2406,<100,1:unemployed,2,male: single,none,3,"if not A121/A122 : car or other, not in attribute",31,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0
"[0,200)",39,delay in paying off in the past,education,11760,"[100,500)","4:[4,7 years)",2,male: single,none,3,unknown / no property,32,none,rent,1,skilled employee/official,1,yes,yes,0
<0,12,existing credits paid back duly till now,furniture/equipment,2578,<100,1:unemployed,3,female: divorced/separated/married,none,4,unknown / no property,55,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,0
<0,36,critical account/other credits existing (not at this bank),furniture/equipment,2348,<100,"3:[1,4 years)",3,male: married/widowed,none,2,if not A121 : building society savings agreement/life insurance,46,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",12,existing credits paid back duly till now,ar (new),1223,<100,5:7+ years,1,male: divorced/separated,none,1,real estate,46,none,rent,2,skilled employee/official,1,no,yes,1
no,24,critical account/other credits existing (not at this bank),radio/television,1516,1000+,"3:[1,4 years)",4,female: divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,0
no,18,existing credits paid back duly till now,radio/television,1473,<100,2:<1 year,3,male: married/widowed,none,4,real estate,39,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",18,critical account/other credits existing (not at this bank),business,1887,unknown/no savings account,"3:[1,4 years)",4,male: married/widowed,none,4,real estate,28,bank,own,2,skilled employee/official,1,no,yes,0
no,24,delay in paying off in the past,business,8648,<100,2:<1 year,2,male: single,none,2,"if not A121/A122 : car or other, not in attribute",27,bank,own,2,skilled employee/official,1,yes,yes,1
no,14,delay in paying off in the past,ar (new),802,<100,"3:[1,4 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",27,none,own,2,unskilled - resident,1,no,yes,0
"[0,200)",18,delay in paying off in the past,ar (new),2899,unknown/no savings account,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",43,none,own,1,skilled employee/official,2,no,yes,0
"[0,200)",24,existing credits paid back duly till now,radio/television,2039,<100,2:<1 year,1,male: married/widowed,none,1,if not A121 : building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,yes,yes,1
no,24,critical account/other credits existing (not at this bank),car (used),2197,unknown/no savings account,"4:[4,7 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",43,none,own,2,skilled employee/official,2,yes,yes,0
<0,15,existing credits paid back duly till now,radio/television,1053,<100,2:<1 year,4,male: married/widowed,none,2,real estate,27,none,own,1,skilled employee/official,1,no,no,0
no,24,existing credits paid back duly till now,radio/television,3235,"[500,1000)",5:7+ years,3,male: divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute",26,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
200+,12,critical account/other credits existing (not at this bank),ar (new),939,"[500,1000)","4:[4,7 years)",4,male: married/widowed,none,2,real estate,28,none,own,3,skilled employee/official,1,yes,yes,1
"[0,200)",24,existing credits paid back duly till now,radio/television,1967,<100,5:7+ years,4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",20,none,own,1,skilled employee/official,1,yes,yes,0
no,33,critical account/other credits existing (not at this bank),car (used),7253,<100,"4:[4,7 years)",3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,12,critical account/other credits existing (not at this bank),business,2292,<100,1:unemployed,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",42,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,10,existing credits paid back duly till now,ar (new),1597,"[500,1000)","3:[1,4 years)",3,male: single,none,2,unknown / no property,40,none,rent,1,unskilled - resident,2,no,no,0
<0,24,existing credits paid back duly till now,ar (new),1381,unknown/no savings account,"3:[1,4 years)",4,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,yes,1
no,36,critical account/other credits existing (not at this bank),car (used),5842,<100,5:7+ years,2,male: single,none,2,if not A121 : building society savings agreement/life insurance,35,none,own,2,skilled employee/official,2,yes,yes,0
<0,12,existing credits paid back duly till now,ar (new),2579,<100,2:<1 year,4,male: single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,1
<0,18,delay in paying off in the past,education,8471,unknown/no savings account,"3:[1,4 years)",1,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",23,none,rent,2,skilled employee/official,1,yes,yes,0
no,21,existing credits paid back duly till now,ar (new),2782,"[500,1000)","4:[4,7 years)",1,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",31,bank,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0
"[0,200)",18,existing credits paid back duly till now,ar (new),1042,unknown/no savings account,"3:[1,4 years)",4,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,1
no,15,existing credits paid back duly till now,ar (new),3186,1000+,"4:[4,7 years)",2,female: divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute",20,none,rent,1,skilled employee/official,1,no,yes,0
"[0,200)",12,existing credits paid back duly till now,car (used),2028,unknown/no savings account,"3:[1,4 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",30,none,own,1,skilled employee/official,1,no,yes,0
"[0,200)",12,critical account/other credits existing (not at this bank),ar (new),958,<100,"4:[4,7 years)",2,male: single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,0
no,21,delay in paying off in the past,furniture/equipment,1591,"[100,500)","4:[4,7 years)",4,male: single,none,3,real estate,34,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,0
"[0,200)",12,existing credits paid back duly till now,furniture/equipment,2762,unknown/no savings account,5:7+ years,1,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,25,bank,own,1,skilled employee/official,1,yes,yes,1
"[0,200)",18,existing credits paid back duly till now,car (used),2779,<100,"3:[1,4 years)",1,male: married/widowed,none,3,"if not A121/A122 : car or other, not in attribute",21,none,rent,1,skilled employee/official,1,yes,yes,0
